city_name,w,lambda,mean_total_time,std_total_time,mean_similarity_time,std_similarity_time
SilverSpring_MD,50,16.0,0.114,0.001,0.0001,0.0
SilverSpring_MD,50,32.0,0.1186,0.0009,0.0002,0.0
SilverSpring_MD,50,64.0,0.1191,0.0001,0.0003,0.0
SilverSpring_MD,50,inf,0.0622,0.0001,0.0621,0.0001
Richland_WA,25,8.0,0.0552,0.0002,0.0001,0.0
Richland_WA,25,16.0,0.055,0.0001,0.0001,0.0
Richland_WA,25,32.0,0.0532,0.0001,0.0002,0.0
Richland_WA,25,64.0,0.0551,0.0001,0.0004,0.0
Richland_WA,25,inf,0.0345,0.0,0.0344,0.0
Richland_WA,50,8.0,0.0524,0.0001,0.0001,0.0
Richland_WA,50,16.0,0.0537,0.0001,0.0001,0.0
Richland_WA,50,32.0,0.0536,0.0,0.0002,0.0
Richland_WA,50,64.0,0.0542,0.0001,0.0003,0.0
Richland_WA,50,inf,0.0337,0.0,0.0336,0.0
Malibu_CA,25,8.0,0.1283,0.0001,0.0001,0.0
Malibu_CA,25,16.0,0.1275,0.0002,0.0001,0.0
Malibu_CA,25,32.0,0.1343,0.0001,0.0002,0.0
Malibu_CA,25,64.0,0.1276,0.0004,0.0004,0.0
Malibu_CA,25,inf,0.072,0.0,0.0719,0.0
Malibu_CA,50,8.0,0.1327,0.0002,0.0001,0.0
Malibu_CA,50,16.0,0.1304,0.0001,0.0001,0.0
Malibu_CA,50,32.0,0.1296,0.001,0.0002,0.0
Malibu_CA,50,64.0,0.1282,0.0006,0.0003,0.0
Malibu_CA,50,inf,0.07,0.0001,0.0699,0.0001
Kennesaw_GA,25,8.0,0.0115,0.0002,0.0001,0.0
Kennesaw_GA,25,16.0,0.0114,0.0,0.0001,0.0
Kennesaw_GA,25,32.0,0.0116,0.0,0.0002,0.0
Kennesaw_GA,25,64.0,0.012,0.0,0.0003,0.0
Kennesaw_GA,25,inf,0.0086,0.0,0.0085,0.0
Kennesaw_GA,50,8.0,0.0115,0.0,0.0001,0.0
Kennesaw_GA,50,16.0,0.0111,0.0001,0.0001,0.0
Kennesaw_GA,50,32.0,0.0112,0.0,0.0002,0.0
Kennesaw_GA,50,64.0,0.0114,0.0,0.0003,0.0
Kennesaw_GA,50,inf,0.0082,0.0,0.0082,0.0
Austin_TX,25,8.0,0.2526,0.0002,0.0001,0.0
Austin_TX,25,16.0,0.24,0.0003,0.0001,0.0
Austin_TX,25,32.0,0.241,0.0007,0.0002,0.0
Austin_TX,25,64.0,0.248,0.0021,0.0003,0.0
Austin_TX,25,inf,0.1309,0.0001,0.1308,0.0001
Austin_TX,50,8.0,0.2577,0.0038,0.0001,0.0
Austin_TX,50,16.0,0.2485,0.0004,0.0001,0.0
Austin_TX,50,32.0,0.2554,0.0058,0.0002,0.0
Austin_TX,50,64.0,0.2582,0.0006,0.0003,0.0
Austin_TX,50,inf,0.1357,0.0003,0.1357,0.0003
Sedona_AZ,25,8.0,0.041,0.0001,0.0001,0.0
Sedona_AZ,25,16.0,0.0404,0.0006,0.0001,0.0
Sedona_AZ,25,32.0,0.0401,0.0002,0.0002,0.0
Sedona_AZ,25,64.0,0.0396,0.001,0.0003,0.0
Sedona_AZ,25,inf,0.0208,0.0001,0.0207,0.0001
Sedona_AZ,50,8.0,0.0403,0.0002,0.0001,0.0
Sedona_AZ,50,16.0,0.0393,0.0008,0.0001,0.0
Sedona_AZ,50,32.0,0.0403,0.0003,0.0002,0.0
Sedona_AZ,50,64.0,0.0411,0.0003,0.0003,0.0
Sedona_AZ,50,inf,0.02,0.0001,0.0199,0.0001
Los-Angeles_CA,25,8.0,0.112,0.0017,0.0001,0.0
Los-Angeles_CA,25,16.0,0.1156,0.0006,0.0001,0.0
Los-Angeles_CA,25,32.0,0.1139,0.0019,0.0002,0.0
Los-Angeles_CA,25,64.0,0.11,0.0001,0.0004,0.0
Los-Angeles_CA,25,inf,0.0626,0.0004,0.0626,0.0004
Los-Angeles_CA,50,8.0,0.1134,0.0018,0.0001,0.0
Los-Angeles_CA,50,16.0,0.1108,0.0001,0.0001,0.0
Los-Angeles_CA,50,32.0,0.1151,0.0002,0.0002,0.0
Los-Angeles_CA,50,64.0,0.1112,0.0004,0.0004,0.0
Los-Angeles_CA,50,inf,0.063,0.0001,0.063,0.0001
Urbana_IL,25,8.0,0.0601,0.0012,0.0001,0.0
Urbana_IL,25,16.0,0.0579,0.001,0.0001,0.0
Urbana_IL,25,32.0,0.0555,0.0002,0.0002,0.0
Urbana_IL,25,64.0,0.0581,0.0001,0.0004,0.0
Urbana_IL,25,inf,0.0377,0.0001,0.0376,0.0001
Urbana_IL,50,8.0,0.0573,0.0007,0.0001,0.0
Urbana_IL,50,16.0,0.0567,0.0001,0.0001,0.0
Urbana_IL,50,32.0,0.0571,0.0002,0.0002,0.0
Urbana_IL,50,64.0,0.058,0.0001,0.0004,0.0
Urbana_IL,50,inf,0.0368,0.0002,0.0367,0.0002
Salt_Lake_City_UT,25,8.0,0.1639,0.0025,0.0001,0.0
Salt_Lake_City_UT,25,16.0,0.1629,0.0003,0.0001,0.0
Salt_Lake_City_UT,25,32.0,0.1649,0.0003,0.0002,0.0
Salt_Lake_City_UT,25,64.0,0.1627,0.0006,0.0004,0.0
Salt_Lake_City_UT,25,inf,0.0822,0.0003,0.0821,0.0003
Salt_Lake_City_UT,50,8.0,0.16,0.0003,0.0001,0.0
Salt_Lake_City_UT,50,16.0,0.1581,0.0004,0.0001,0.0
Salt_Lake_City_UT,50,32.0,0.1599,0.0005,0.0002,0.0
Salt_Lake_City_UT,50,64.0,0.16,0.0006,0.0004,0.0
Salt_Lake_City_UT,50,inf,0.0805,0.0002,0.0805,0.0002
Savannah_GA,25,8.0,0.0707,0.0002,0.0001,0.0
Savannah_GA,25,16.0,0.0709,0.0003,0.0001,0.0
Savannah_GA,25,32.0,0.07,0.0001,0.0002,0.0
Savannah_GA,25,64.0,0.0686,0.0002,0.0004,0.0
Savannah_GA,25,inf,0.0432,0.0002,0.0431,0.0001
Savannah_GA,50,8.0,0.0709,0.0003,0.0001,0.0
Savannah_GA,50,16.0,0.0663,0.0003,0.0001,0.0
Savannah_GA,50,32.0,0.0663,0.0001,0.0002,0.0
Savannah_GA,50,64.0,0.0665,0.0002,0.0004,0.0
Savannah_GA,50,inf,0.0424,0.0002,0.0424,0.0002
SanBernardino_CA,25,8.0,0.0492,0.0001,0.0001,0.0
SanBernardino_CA,25,16.0,0.0486,0.0002,0.0001,0.0
SanBernardino_CA,25,32.0,0.049,0.0001,0.0002,0.0
SanBernardino_CA,25,64.0,0.0492,0.0006,0.0004,0.0
SanBernardino_CA,25,inf,0.0329,0.0002,0.0328,0.0002
SanBernardino_CA,50,8.0,0.0484,0.0003,0.0001,0.0
SanBernardino_CA,50,16.0,0.0478,0.0002,0.0001,0.0
SanBernardino_CA,50,32.0,0.0479,0.0,0.0002,0.0
SanBernardino_CA,50,64.0,0.049,0.0002,0.0004,0.0
SanBernardino_CA,50,inf,0.0317,0.0002,0.0317,0.0002
Orlando_FL,25,8.0,0.1237,0.0004,0.0001,0.0
Orlando_FL,25,16.0,0.1213,0.0,0.0001,0.0
Orlando_FL,25,32.0,0.1232,0.0001,0.0002,0.0
Orlando_FL,25,64.0,0.1235,0.0002,0.0004,0.0
Orlando_FL,25,inf,0.0666,0.0003,0.0666,0.0003
Orlando_FL,50,8.0,0.1221,0.0001,0.0001,0.0
Orlando_FL,50,16.0,0.1194,0.0019,0.0001,0.0
Orlando_FL,50,32.0,0.1171,0.0001,0.0002,0.0
Orlando_FL,50,64.0,0.1161,0.0003,0.0004,0.0
Orlando_FL,50,inf,0.0669,0.0001,0.0669,0.0001
Honolulu_HI,25,8.0,0.0386,0.0001,0.0001,0.0
Honolulu_HI,25,16.0,0.0373,0.0,0.0001,0.0
Honolulu_HI,25,32.0,0.0382,0.0001,0.0002,0.0
Honolulu_HI,25,64.0,0.0388,0.0,0.0003,0.0
Honolulu_HI,25,inf,0.0212,0.0,0.0212,0.0
Honolulu_HI,50,8.0,0.0382,0.0,0.0001,0.0
Honolulu_HI,50,16.0,0.0384,0.0,0.0001,0.0
Honolulu_HI,50,32.0,0.0379,0.0,0.0002,0.0
Honolulu_HI,50,64.0,0.0385,0.0,0.0003,0.0
Honolulu_HI,50,inf,0.0211,0.0,0.021,0.0
Helen_GA,25,8.0,0.0061,0.0,0.0001,0.0
Helen_GA,25,16.0,0.0062,0.0001,0.0001,0.0
Helen_GA,25,32.0,0.0062,0.0,0.0002,0.0
Helen_GA,25,64.0,0.0064,0.0,0.0003,0.0
Helen_GA,25,inf,0.0044,0.0,0.0044,0.0
Helen_GA,50,8.0,0.006,0.0001,0.0001,0.0
Helen_GA,50,16.0,0.006,0.0,0.0001,0.0
Helen_GA,50,32.0,0.0061,0.0,0.0002,0.0
Helen_GA,50,64.0,0.0063,0.0001,0.0003,0.0
Helen_GA,50,inf,0.0043,0.0,0.0043,0.0
Wilmington_NC,25,8.0,0.1538,0.0005,0.0001,0.0
Wilmington_NC,25,16.0,0.1572,0.0018,0.0001,0.0
Wilmington_NC,25,32.0,0.1591,0.0003,0.0002,0.0
Wilmington_NC,25,64.0,0.1523,0.0024,0.0004,0.0
Wilmington_NC,25,inf,0.077,0.0002,0.077,0.0002
Wilmington_NC,50,8.0,0.1536,0.0001,0.0001,0.0
Wilmington_NC,50,16.0,0.151,0.0002,0.0001,0.0
Wilmington_NC,50,32.0,0.1532,0.0003,0.0002,0.0
Wilmington_NC,50,64.0,0.1534,0.0006,0.0003,0.0
Wilmington_NC,50,inf,0.0771,0.0002,0.077,0.0002
Gardena_CA,25,8.0,0.0134,0.0002,0.0001,0.0
Gardena_CA,25,16.0,0.0133,0.0002,0.0001,0.0
Gardena_CA,25,32.0,0.0133,0.0002,0.0002,0.0
Gardena_CA,25,64.0,0.0135,0.0,0.0003,0.0
Gardena_CA,25,inf,0.0089,0.0,0.0089,0.0
Gardena_CA,50,8.0,0.0134,0.0001,0.0001,0.0
Gardena_CA,50,16.0,0.0133,0.0001,0.0001,0.0
Gardena_CA,50,32.0,0.0127,0.0003,0.0002,0.0
Gardena_CA,50,64.0,0.0132,0.0001,0.0003,0.0
Gardena_CA,50,inf,0.0087,0.0,0.0087,0.0
Alameda_CA,25,8.0,0.0117,0.0,0.0001,0.0
Alameda_CA,25,16.0,0.0111,0.0,0.0001,0.0
Alameda_CA,25,32.0,0.0115,0.0001,0.0002,0.0
Alameda_CA,25,64.0,0.012,0.0003,0.0003,0.0
Alameda_CA,25,inf,0.0089,0.0001,0.0088,0.0001
Alameda_CA,50,8.0,0.011,0.0,0.0001,0.0
Alameda_CA,50,16.0,0.0105,0.0,0.0001,0.0
Alameda_CA,50,32.0,0.0107,0.0,0.0002,0.0
Alameda_CA,50,64.0,0.011,0.0002,0.0003,0.0
Alameda_CA,50,inf,0.0083,0.0,0.0083,0.0
New-York-City_NY,25,8.0,0.1577,0.0002,0.0001,0.0
New-York-City_NY,25,16.0,0.1575,0.0003,0.0001,0.0
New-York-City_NY,25,32.0,0.1644,0.0001,0.0002,0.0
New-York-City_NY,25,64.0,0.1642,0.0003,0.0003,0.0
New-York-City_NY,25,inf,0.0806,0.0,0.0805,0.0
New-York-City_NY,50,8.0,0.1647,0.0003,0.0001,0.0
New-York-City_NY,50,16.0,0.1623,0.0002,0.0001,0.0
New-York-City_NY,50,32.0,0.1564,0.0002,0.0002,0.0
New-York-City_NY,50,64.0,0.1625,0.0002,0.0004,0.0
New-York-City_NY,50,inf,0.0805,0.0001,0.0804,0.0001
Tallahassee_FL,25,8.0,0.0493,0.0006,0.0001,0.0
Tallahassee_FL,25,16.0,0.0494,0.0,0.0001,0.0
Tallahassee_FL,25,32.0,0.049,0.0001,0.0002,0.0
Tallahassee_FL,25,64.0,0.0502,0.0,0.0004,0.0
Tallahassee_FL,25,inf,0.0314,0.0001,0.0314,0.0001
Tallahassee_FL,50,8.0,0.0497,0.0,0.0001,0.0
Tallahassee_FL,50,16.0,0.0506,0.0002,0.0001,0.0
Tallahassee_FL,50,32.0,0.0515,0.0001,0.0002,0.0
Tallahassee_FL,50,64.0,0.0519,0.0001,0.0003,0.0
Tallahassee_FL,50,inf,0.0297,0.0,0.0296,0.0
Houston_TX,25,8.0,0.2057,0.0005,0.0001,0.0
Houston_TX,25,16.0,0.2132,0.0003,0.0001,0.0
Houston_TX,25,32.0,0.203,0.0001,0.0002,0.0
Houston_TX,25,64.0,0.2056,0.001,0.0003,0.0
Houston_TX,25,inf,0.088,0.0001,0.088,0.0001
Houston_TX,50,8.0,0.2153,0.0057,0.0001,0.0
Houston_TX,50,16.0,0.2134,0.0001,0.0001,0.0
Houston_TX,50,32.0,0.2074,0.0001,0.0002,0.0
Houston_TX,50,64.0,0.2185,0.0002,0.0003,0.0
Houston_TX,50,inf,0.0888,0.0001,0.0887,0.0
Daytona_Beach_FL,25,8.0,0.0356,0.0,0.0001,0.0
Daytona_Beach_FL,25,16.0,0.036,0.0001,0.0001,0.0
Daytona_Beach_FL,25,32.0,0.0358,0.0007,0.0002,0.0
Daytona_Beach_FL,25,64.0,0.0355,0.0007,0.0003,0.0
Daytona_Beach_FL,25,inf,0.0209,0.0,0.0208,0.0
Daytona_Beach_FL,50,8.0,0.0362,0.0005,0.0001,0.0
Daytona_Beach_FL,50,16.0,0.0342,0.0005,0.0001,0.0
Daytona_Beach_FL,50,32.0,0.0352,0.0001,0.0002,0.0
Daytona_Beach_FL,50,64.0,0.0348,0.0001,0.0003,0.0
Daytona_Beach_FL,50,inf,0.0205,0.0,0.0205,0.0
Augusta_GA,25,8.0,0.0431,0.0001,0.0001,0.0
Augusta_GA,25,16.0,0.0411,0.0001,0.0001,0.0
Augusta_GA,25,32.0,0.0429,0.0,0.0002,0.0
Augusta_GA,25,64.0,0.0429,0.0,0.0003,0.0
Augusta_GA,25,inf,0.0224,0.0,0.0224,0.0
Augusta_GA,50,8.0,0.0427,0.0001,0.0001,0.0
Augusta_GA,50,16.0,0.0416,0.0,0.0001,0.0
Augusta_GA,50,32.0,0.0425,0.0001,0.0002,0.0
Augusta_GA,50,64.0,0.0414,0.0001,0.0003,0.0
Augusta_GA,50,inf,0.0221,0.0,0.0221,0.0
Griffin_GA,25,8.0,0.0078,0.0,0.0001,0.0
Griffin_GA,25,16.0,0.0077,0.0,0.0001,0.0
Griffin_GA,25,32.0,0.0081,0.0001,0.0002,0.0
Griffin_GA,25,64.0,0.0081,0.0001,0.0003,0.0
Griffin_GA,25,inf,0.0047,0.0,0.0047,0.0
Griffin_GA,50,8.0,0.0079,0.0,0.0001,0.0
Griffin_GA,50,16.0,0.0076,0.0001,0.0001,0.0
Griffin_GA,50,32.0,0.0078,0.0,0.0002,0.0
Griffin_GA,50,64.0,0.008,0.0,0.0003,0.0
Griffin_GA,50,inf,0.0045,0.0,0.0044,0.0
Atlanta_GA,25,8.0,0.0832,0.0001,0.0001,0.0
Atlanta_GA,25,16.0,0.0794,0.0,0.0001,0.0
Atlanta_GA,25,32.0,0.0795,0.0,0.0002,0.0
Atlanta_GA,25,64.0,0.0792,0.0001,0.0004,0.0
Atlanta_GA,25,inf,0.0486,0.0,0.0486,0.0
Atlanta_GA,50,8.0,0.0827,0.0002,0.0001,0.0
Atlanta_GA,50,16.0,0.0788,0.0007,0.0001,0.0
Atlanta_GA,50,32.0,0.0763,0.0,0.0002,0.0
Atlanta_GA,50,64.0,0.0796,0.0003,0.0004,0.0
Atlanta_GA,50,inf,0.0491,0.0,0.0491,0.0
Reno_NV,25,8.0,0.1257,0.0017,0.0001,0.0
Reno_NV,25,16.0,0.1241,0.0001,0.0001,0.0
Reno_NV,25,32.0,0.1245,0.0,0.0002,0.0
Reno_NV,25,64.0,0.1292,0.0002,0.0004,0.0
Reno_NV,25,inf,0.0675,0.0,0.0675,0.0
Reno_NV,50,8.0,0.124,0.0001,0.0001,0.0
Reno_NV,50,16.0,0.121,0.0002,0.0001,0.0
Reno_NV,50,32.0,0.1233,0.0003,0.0002,0.0
Reno_NV,50,64.0,0.1237,0.0002,0.0003,0.0
Reno_NV,50,inf,0.0677,0.0,0.0677,0.0
Franklin_TN,25,8.0,0.068,0.0004,0.0001,0.0
Franklin_TN,25,16.0,0.0657,0.0012,0.0001,0.0
Franklin_TN,25,32.0,0.0665,0.0001,0.0002,0.0
Franklin_TN,25,64.0,0.0687,0.0001,0.0004,0.0
Franklin_TN,25,inf,0.0395,0.0002,0.0394,0.0002
Franklin_TN,50,8.0,0.0656,0.0011,0.0001,0.0
Franklin_TN,50,16.0,0.0641,0.0002,0.0001,0.0
Franklin_TN,50,32.0,0.0676,0.0003,0.0002,0.0
Franklin_TN,50,64.0,0.0641,0.0002,0.0004,0.0
Franklin_TN,50,inf,0.0384,0.0001,0.0383,0.0001
SanDiego_CA,25,8.0,0.0977,0.0003,0.0001,0.0
SanDiego_CA,25,16.0,0.101,0.0003,0.0001,0.0
SanDiego_CA,25,32.0,0.1007,0.0003,0.0002,0.0
SanDiego_CA,25,64.0,0.0997,0.0004,0.0004,0.0
SanDiego_CA,25,inf,0.0477,0.0002,0.0476,0.0002
SanDiego_CA,50,8.0,0.1013,0.0003,0.0001,0.0
SanDiego_CA,50,16.0,0.099,0.0015,0.0001,0.0
SanDiego_CA,50,32.0,0.1009,0.0005,0.0002,0.0
SanDiego_CA,50,64.0,0.0999,0.0003,0.0003,0.0
SanDiego_CA,50,inf,0.0462,0.0002,0.0462,0.0002
Charleston_SC,25,8.0,0.0966,0.0003,0.0001,0.0
Charleston_SC,25,16.0,0.0932,0.0002,0.0001,0.0
Charleston_SC,25,32.0,0.0916,0.0002,0.0002,0.0
Charleston_SC,25,64.0,0.0967,0.0002,0.0004,0.0
Charleston_SC,25,inf,0.0451,0.0,0.045,0.0
Charleston_SC,50,8.0,0.0931,0.0003,0.0001,0.0
Charleston_SC,50,16.0,0.0915,0.0002,0.0001,0.0
Charleston_SC,50,32.0,0.0959,0.0002,0.0002,0.0
Charleston_SC,50,64.0,0.0947,0.0001,0.0003,0.0
Charleston_SC,50,inf,0.0403,0.0,0.0403,0.0
New-Orleans_LA,25,8.0,0.1768,0.0002,0.0001,0.0
New-Orleans_LA,25,16.0,0.1744,0.0002,0.0001,0.0
New-Orleans_LA,25,32.0,0.1746,0.0001,0.0002,0.0
New-Orleans_LA,25,64.0,0.1781,0.0006,0.0003,0.0
New-Orleans_LA,25,inf,0.0843,0.0002,0.0842,0.0002
New-Orleans_LA,50,8.0,0.1834,0.0001,0.0001,0.0
New-Orleans_LA,50,16.0,0.175,0.0031,0.0001,0.0
New-Orleans_LA,50,32.0,0.1796,0.0004,0.0002,0.0
New-Orleans_LA,50,64.0,0.1809,0.0004,0.0003,0.0
New-Orleans_LA,50,inf,0.0854,0.0001,0.0854,0.0001
Fresno_CA,25,8.0,0.0543,0.0007,0.0001,0.0
Fresno_CA,25,16.0,0.0552,0.0001,0.0001,0.0
Fresno_CA,25,32.0,0.0543,0.0,0.0002,0.0
Fresno_CA,25,64.0,0.0546,0.0002,0.0004,0.0
Fresno_CA,25,inf,0.0331,0.0,0.033,0.0
Fresno_CA,50,8.0,0.0557,0.0002,0.0001,0.0
Fresno_CA,50,16.0,0.0549,0.0,0.0001,0.0
Fresno_CA,50,32.0,0.0538,0.0008,0.0002,0.0
Fresno_CA,50,64.0,0.0546,0.0004,0.0003,0.0
Fresno_CA,50,inf,0.0324,0.0,0.0323,0.0
Fairbanks_AK,25,8.0,0.0629,0.0004,0.0001,0.0
Fairbanks_AK,25,16.0,0.0616,0.0,0.0001,0.0
Fairbanks_AK,25,32.0,0.0615,0.0,0.0002,0.0
Fairbanks_AK,25,64.0,0.0618,0.0,0.0004,0.0
Fairbanks_AK,25,inf,0.0397,0.0001,0.0396,0.0001
Fairbanks_AK,50,8.0,0.0625,0.0005,0.0001,0.0
Fairbanks_AK,50,16.0,0.0604,0.0001,0.0001,0.0
Fairbanks_AK,50,32.0,0.0624,0.0001,0.0002,0.0
Fairbanks_AK,50,64.0,0.0618,0.0001,0.0004,0.0
Fairbanks_AK,50,inf,0.0388,0.0,0.0388,0.0
Memphis_TN,25,8.0,0.1162,0.0,0.0001,0.0
Memphis_TN,25,16.0,0.1119,0.0002,0.0001,0.0
Memphis_TN,25,32.0,0.1103,0.0001,0.0002,0.0
Memphis_TN,25,64.0,0.1147,0.0,0.0003,0.0
Memphis_TN,25,inf,0.0637,0.0001,0.0636,0.0001
Memphis_TN,50,8.0,0.1123,0.0002,0.0001,0.0
Memphis_TN,50,16.0,0.1119,0.0015,0.0001,0.0
Memphis_TN,50,32.0,0.1106,0.0001,0.0002,0.0
Memphis_TN,50,64.0,0.1164,0.0012,0.0004,0.0
Memphis_TN,50,inf,0.0638,0.0001,0.0637,0.0001
SandySprings_GA,25,8.0,0.0484,0.0001,0.0001,0.0
SandySprings_GA,25,16.0,0.0467,0.0,0.0001,0.0
SandySprings_GA,25,32.0,0.0479,0.0,0.0002,0.0
SandySprings_GA,25,64.0,0.0487,0.0001,0.0004,0.0
SandySprings_GA,25,inf,0.0246,0.0001,0.0245,0.0001
SandySprings_GA,50,8.0,0.0479,0.0001,0.0001,0.0
SandySprings_GA,50,16.0,0.0475,0.0,0.0001,0.0
SandySprings_GA,50,32.0,0.0484,0.0,0.0002,0.0
SandySprings_GA,50,64.0,0.0488,0.0001,0.0003,0.0
SandySprings_GA,50,inf,0.0243,0.0001,0.0243,0.0001
Irvine_CA,25,8.0,0.1111,0.0048,0.0001,0.0
Irvine_CA,25,16.0,0.1141,0.0013,0.0001,0.0
Irvine_CA,25,32.0,0.1115,0.0003,0.0002,0.0
Irvine_CA,25,64.0,0.1099,0.0003,0.0004,0.0
Irvine_CA,25,inf,0.0628,0.0003,0.0627,0.0004
Irvine_CA,50,8.0,0.1124,0.0004,0.0001,0.0
Irvine_CA,50,16.0,0.1116,0.0004,0.0001,0.0
Irvine_CA,50,32.0,0.1159,0.0018,0.0002,0.0
Irvine_CA,50,64.0,0.1108,0.0003,0.0004,0.0
Irvine_CA,50,inf,0.0626,0.0001,0.0625,0.0001
Charlotte_NC,25,8.0,0.275,0.0004,0.0001,0.0
Charlotte_NC,25,16.0,0.2609,0.0004,0.0001,0.0
Charlotte_NC,25,32.0,0.2751,0.0004,0.0002,0.0
Charlotte_NC,25,64.0,0.266,0.0007,0.0004,0.0
Charlotte_NC,25,inf,0.1375,0.0003,0.1374,0.0003
Charlotte_NC,50,8.0,0.2755,0.0005,0.0001,0.0
Charlotte_NC,50,16.0,0.2616,0.0004,0.0001,0.0
Charlotte_NC,50,32.0,0.2617,0.0007,0.0002,0.0
Charlotte_NC,50,64.0,0.2692,0.0039,0.0003,0.0
Charlotte_NC,50,inf,0.139,0.0005,0.1389,0.0005
Rosemead_CA,25,8.0,0.051,0.0001,0.0001,0.0
Rosemead_CA,25,16.0,0.0481,0.0002,0.0001,0.0
Rosemead_CA,25,32.0,0.0489,0.0001,0.0002,0.0
Rosemead_CA,25,64.0,0.0492,0.0002,0.0004,0.0
Rosemead_CA,25,inf,0.0315,0.0001,0.0314,0.0001
Rosemead_CA,50,8.0,0.0492,0.0002,0.0001,0.0
Rosemead_CA,50,16.0,0.0483,0.0002,0.0001,0.0
Rosemead_CA,50,32.0,0.0493,0.0001,0.0002,0.0
Rosemead_CA,50,64.0,0.0513,0.0001,0.0003,0.0
Rosemead_CA,50,inf,0.0307,0.0001,0.0306,0.0001
Marietta_GA,25,8.0,0.0197,0.0,0.0001,0.0
Marietta_GA,25,16.0,0.0194,0.0001,0.0001,0.0
Marietta_GA,25,32.0,0.0196,0.0001,0.0002,0.0
Marietta_GA,25,64.0,0.0199,0.0001,0.0004,0.0
